epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,59.797,1.75036,1.76084,2.00164,0.1578,0.21429,0.07544,0.02703,3.08879,5.94543,4.29394,0.00050796,0.00050796,0.00050796
24,62.3921,1.77064,1.8202,1.98496,0.1578,0.21429,0.07544,0.02703,3.08879,5.94543,4.29394,0.000511924,0.000511924,0.000511924
25,65.0291,1.76105,1.83093,1.95232,0.27612,0.28571,0.18491,0.05626,2.66975,3.67421,4.12325,0.000514304,0.000514304,0.000514304
26,67.6458,1.47133,1.50908,1.6728,0.27612,0.28571,0.18491,0.05626,2.66975,3.67421,4.12325,0.0005151,0.0005151,0.0005151
27,70.1615,1.41647,1.57511,1.70223,0.27612,0.28571,0.18491,0.05626,2.66975,3.67421,4.12325,0.000514312,0.000514312,0.000514312
28,72.683,1.42426,1.4179,1.71313,0.06528,0.28571,0.03431,0.01278,2.69402,8.58359,3.59658,0.00051194,0.00051194,0.00051194
29,75.2369,1.55447,1.6203,1.89408,0.06528,0.28571,0.03431,0.01278,2.69402,8.58359,3.59658,0.000507984,0.000507984,0.000507984
30,77.7795,1.46952,1.53508,1.7797,0.46688,0.14286,0.10542,0.04494,3.05478,3.24067,3.68106,0.000502444,0.000502444,0.000502444
31,80.3523,1.62879,1.58341,1.96382,0.46688,0.14286,0.10542,0.04494,3.05478,3.24067,3.68106,0.00049532,0.00049532,0.00049532
32,82.9405,1.51455,1.56381,1.78619,0.46688,0.14286,0.10542,0.04494,3.05478,3.24067,3.68106,0.000486612,0.000486612,0.000486612
33,85.4577,1.34722,1.37497,1.68556,0.1829,0.17857,0.08046,0.02236,2.84558,4.2719,3.50868,0.00047632,0.00047632,0.00047632
34,87.9681,1.4478,1.45731,1.74006,0.1829,0.17857,0.08046,0.02236,2.84558,4.2719,3.50868,0.000464444,0.000464444,0.000464444
35,90.6507,1.5734,1.63583,1.91658,0.1829,0.17857,0.08046,0.02236,2.84558,4.2719,3.50868,0.000450984,0.000450984,0.000450984
36,93.1988,1.59125,1.54316,1.9478,0.34895,0.32143,0.32882,0.10793,2.07454,3.62336,2.94936,0.00043594,0.00043594,0.00043594
37,95.5231,1.53161,1.50202,1.81177,0.34895,0.32143,0.32882,0.10793,2.07454,3.62336,2.94936,0.000419312,0.000419312,0.000419312
38,98.0811,1.4871,1.4187,1.81287,0.34895,0.32143,0.32882,0.10793,2.07454,3.62336,2.94936,0.0004011,0.0004011,0.0004011
39,100.553,1.32471,1.3726,1.64467,0.44161,0.60714,0.44825,0.18435,1.93194,2.62557,2.75494,0.000381304,0.000381304,0.000381304
40,103.921,1.37072,1.33864,1.68594,0.44161,0.60714,0.44825,0.18435,1.93194,2.62557,2.75494,0.000359924,0.000359924,0.000359924
41,107.759,1.23563,1.37514,1.61099,0.44161,0.60714,0.44825,0.18435,1.93194,2.62557,2.75494,0.00033696,0.00033696,0.00033696
42,111.101,1.23308,1.33854,1.56547,0.49196,0.60714,0.52763,0.2593,1.8599,1.71107,2.28173,0.000312412,0.000312412,0.000312412
43,114.52,1.10222,1.22592,1.47031,0.49196,0.60714,0.52763,0.2593,1.8599,1.71107,2.28173,0.00028628,0.00028628,0.00028628
44,117.894,1.27736,1.30389,1.66499,0.49196,0.60714,0.52763,0.2593,1.8599,1.71107,2.28173,0.000258564,0.000258564,0.000258564
45,121.224,1.18685,1.28931,1.52791,0.49196,0.60714,0.52763,0.2593,1.8599,1.71107,2.28173,0.000229264,0.000229264,0.000229264
46,124.555,1.2123,1.25442,1.5943,0.60382,0.46429,0.52301,0.27004,1.78965,1.76982,2.22727,0.00019838,0.00019838,0.00019838
47,127.893,1.21049,1.25575,1.58496,0.60382,0.46429,0.52301,0.27004,1.78965,1.76982,2.22727,0.000165912,0.000165912,0.000165912
48,131.241,1.30077,1.26711,1.70746,0.60382,0.46429,0.52301,0.27004,1.78965,1.76982,2.22727,0.00013186,0.00013186,0.00013186
49,134.602,1.27997,1.32161,1.66405,0.60382,0.46429,0.52301,0.27004,1.78965,1.76982,2.22727,9.6224e-05,9.6224e-05,9.6224e-05
50,137.95,1.1954,1.24367,1.60437,0.46325,0.53571,0.52466,0.25649,1.85403,1.74991,2.37288,5.9004e-05,5.9004e-05,5.9004e-05
