epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.79683,2.59585,3.16085,2.0715,0.03167,0.52778,0.04007,0.01324,2.70501,2.86955,2.01636,0,0,0
2,9.1394,2.56835,3.25097,2.0075,0.03333,0.55556,0.04218,0.01299,2.70554,2.8712,2.01121,1.9802e-05,1.9802e-05,1.9802e-05
3,9.55475,2.6657,3.20848,2.21369,0.03333,0.55556,0.04483,0.0139,2.70005,2.87487,2.01338,3.9208e-05,3.9208e-05,3.9208e-05
4,9.89664,2.45613,3.15766,2.01769,0.03333,0.55556,0.04345,0.01311,2.74568,2.87141,2.04339,5.8218e-05,5.8218e-05,5.8218e-05
5,10.1205,2.7304,3.17425,2.19913,0.03167,0.52778,0.04973,0.01545,2.7944,2.87657,2.07746,7.6832e-05,7.6832e-05,7.6832e-05
6,10.3739,2.53701,3.22453,2.04915,0.03583,0.59722,0.05618,0.01569,2.8217,2.87105,2.0804,9.505e-05,9.505e-05,9.505e-05
7,10.8186,2.67572,3.22495,2.15702,0.035,0.58333,0.05051,0.01261,2.88145,2.85812,2.10276,0.000112872,0.000112872,0.000112872
8,11.3087,2.53276,3.2229,2.04794,0.04167,0.69444,0.086,0.02703,2.44458,2.8689,1.87116,0.000130298,0.000130298,0.000130298
9,11.9326,2.23472,3.09508,1.83666,0.05167,0.86111,0.23735,0.08084,1.94336,2.78076,1.55471,0.000147328,0.000147328,0.000147328
10,12.567,1.95325,3.05087,1.67965,0.0575,0.95833,0.36607,0.15624,1.58725,2.70392,1.32967,0.000163962,0.000163962,0.000163962
11,12.9024,1.70895,2.84304,1.53828,0.0575,0.95833,0.50924,0.23086,1.43356,2.68202,1.22268,0.0001802,0.0001802,0.0001802
12,13.2945,1.58373,2.816,1.44213,0.0575,0.95833,0.57268,0.25641,1.42,2.6179,1.19297,0.000196042,0.000196042,0.000196042
13,13.9174,1.6339,2.72917,1.45201,0.0575,0.95833,0.64508,0.29416,1.44294,2.53047,1.16663,0.000211488,0.000211488,0.000211488
14,14.7727,1.55391,2.54601,1.44278,0.05917,0.98611,0.6025,0.27718,1.57056,2.45721,1.19406,0.000226538,0.000226538,0.000226538
15,15.2285,1.51422,2.20956,1.36652,0.05917,0.98611,0.46966,0.23251,1.59644,2.41915,1.19748,0.000241192,0.000241192,0.000241192
16,15.7886,1.52536,1.964,1.31359,0.0619,0.98611,0.43553,0.19957,1.64277,2.37083,1.2368,0.00025545,0.00025545,0.00025545
17,16.3656,1.45205,1.82369,1.27762,0.47985,0.40278,0.37568,0.18004,1.6946,2.32903,1.29969,0.000269312,0.000269312,0.000269312
18,16.8234,1.49144,1.64238,1.29355,0.47985,0.40278,0.37568,0.18004,1.6946,2.32903,1.29969,0.000282778,0.000282778,0.000282778
19,17.2219,1.43993,1.63406,1.27799,0.54937,0.25407,0.40363,0.21801,1.54589,2.21559,1.23954,0.000295848,0.000295848,0.000295848
20,17.6579,1.47496,1.48893,1.30273,0.54937,0.25407,0.40363,0.21801,1.54589,2.21559,1.23954,0.000308522,0.000308522,0.000308522
21,18.1016,1.44055,1.49771,1.30275,0.60492,0.36111,0.55336,0.31607,1.40903,2.04778,1.18672,0.0003208,0.0003208,0.0003208
22,18.4691,1.48002,1.58213,1.30084,0.60492,0.36111,0.55336,0.31607,1.40903,2.04778,1.18672,0.000332682,0.000332682,0.000332682
23,18.914,1.4331,1.39638,1.27175,0.69675,0.48611,0.65759,0.34807,1.37476,1.91309,1.22083,0.000344168,0.000344168,0.000344168
24,19.3429,1.31107,1.33302,1.22409,0.69675,0.48611,0.65759,0.34807,1.37476,1.91309,1.22083,0.000355258,0.000355258,0.000355258
25,19.7669,1.34251,1.35615,1.2115,0.66501,0.48611,0.66325,0.34422,1.41805,1.82308,1.27661,0.000365952,0.000365952,0.000365952
26,20.3175,1.32044,1.2443,1.22511,0.66501,0.48611,0.66325,0.34422,1.41805,1.82308,1.27661,0.00037625,0.00037625,0.00037625
27,20.6589,1.38718,1.25824,1.24413,0.77181,0.65774,0.72951,0.38816,1.3806,1.79442,1.26296,0.000386152,0.000386152,0.000386152
28,20.9929,1.22945,1.14303,1.18509,0.77181,0.65774,0.72951,0.38816,1.3806,1.79442,1.26296,0.000395658,0.000395658,0.000395658
29,21.3301,1.29698,1.20181,1.21314,0.83295,0.66667,0.78721,0.47329,1.23507,1.79496,1.17721,0.000404768,0.000404768,0.000404768
30,21.6924,1.34348,1.24635,1.26467,0.83295,0.66667,0.78721,0.47329,1.23507,1.79496,1.17721,0.000413482,0.000413482,0.000413482
31,22.2124,1.27245,1.15636,1.19839,0.80536,0.66667,0.76193,0.45878,1.19167,1.81496,1.16299,0.0004218,0.0004218,0.0004218
32,22.5933,1.3295,1.10842,1.21442,0.80536,0.66667,0.76193,0.45878,1.19167,1.81496,1.16299,0.000429722,0.000429722,0.000429722
33,22.9878,1.23622,1.13313,1.19368,0.77698,0.62909,0.71413,0.42112,1.26571,1.82254,1.23935,0.000437248,0.000437248,0.000437248
34,23.4605,1.2662,1.0534,1.19817,0.77698,0.62909,0.71413,0.42112,1.26571,1.82254,1.23935,0.000444378,0.000444378,0.000444378
35,24.0153,1.28109,1.11568,1.20385,0.76328,0.62699,0.74425,0.4222,1.34235,1.78066,1.29499,0.000451112,0.000451112,0.000451112
36,24.3869,1.21271,1.0884,1.19816,0.76328,0.62699,0.74425,0.4222,1.34235,1.78066,1.29499,0.00045745,0.00045745,0.00045745
37,24.8841,1.19105,1.01004,1.17084,0.74334,0.60344,0.71967,0.40751,1.33006,1.81879,1.29652,0.000463392,0.000463392,0.000463392
38,25.3485,1.17948,1.00662,1.20631,0.74334,0.60344,0.71967,0.40751,1.33006,1.81879,1.29652,0.000468938,0.000468938,0.000468938
39,25.8271,1.16538,1.01809,1.18938,0.80342,0.54167,0.69269,0.39331,1.29575,2.01596,1.27992,0.000474088,0.000474088,0.000474088
40,26.2931,1.24761,1.05107,1.20718,0.80342,0.54167,0.69269,0.39331,1.29575,2.01596,1.27992,0.000478842,0.000478842,0.000478842
41,26.5895,1.29094,1.03744,1.23047,0.76385,0.53913,0.68403,0.40426,1.28784,2.11049,1.26279,0.0004832,0.0004832,0.0004832
42,26.8991,1.1832,0.98615,1.16829,0.76385,0.53913,0.68403,0.40426,1.28784,2.11049,1.26279,0.000487162,0.000487162,0.000487162
43,27.3418,1.17945,0.98158,1.17903,0.78831,0.56895,0.68855,0.41497,1.30847,2.00503,1.28188,0.000490728,0.000490728,0.000490728
44,27.7311,1.0929,0.95707,1.10962,0.78831,0.56895,0.68855,0.41497,1.30847,2.00503,1.28188,0.000493898,0.000493898,0.000493898
45,28.1832,1.26027,1.09351,1.21798,0.80592,0.63448,0.73389,0.44637,1.30906,1.66045,1.24415,0.000496672,0.000496672,0.000496672
46,28.7071,1.16229,0.94977,1.18013,0.80592,0.63448,0.73389,0.44637,1.30906,1.66045,1.24415,0.00049905,0.00049905,0.00049905
47,29.2326,1.12976,0.98496,1.19051,0.78158,0.64616,0.74276,0.48115,1.27795,1.48498,1.23014,0.000501032,0.000501032,0.000501032
48,29.6823,1.16218,0.93695,1.18614,0.78158,0.64616,0.74276,0.48115,1.27795,1.48498,1.23014,0.000502618,0.000502618,0.000502618
49,30.2244,1.23035,0.98929,1.20394,0.75953,0.69444,0.78842,0.51943,1.19471,1.34125,1.16832,0.000503808,0.000503808,0.000503808
50,30.6618,1.09083,0.97325,1.15632,0.75953,0.69444,0.78842,0.51943,1.19471,1.34125,1.16832,0.000504602,0.000504602,0.000504602
51,31.0956,1.13415,0.94094,1.12375,0.83816,0.68056,0.78291,0.52794,1.18229,1.36152,1.14305,0.000505,0.000505,0.000505
52,31.6337,1.07578,0.90026,1.12554,0.83816,0.68056,0.78291,0.52794,1.18229,1.36152,1.14305,0.000505002,0.000505002,0.000505002
