epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,27.0167,1.5655,1.32056,1.20271,0.50955,0.52592,0.51914,0.25101,1.68944,1.85432,1.50256,0.00197822,0.00197822,0.00197822
35,27.7402,1.56777,1.36985,1.22759,0.49104,0.59259,0.53353,0.2748,1.58942,1.66387,1.42427,0.00197756,0.00197756,0.00197756
36,28.4807,1.50556,1.29594,1.17638,0.52448,0.60494,0.55166,0.26787,1.6881,1.58246,1.48609,0.0019769,0.0019769,0.0019769
37,29.2265,1.48721,1.31419,1.15189,0.6502,0.53086,0.59977,0.29978,1.70665,1.54777,1.50397,0.00197624,0.00197624,0.00197624
38,29.9913,1.50263,1.32637,1.20171,0.53522,0.67901,0.60946,0.33801,1.57797,1.51434,1.39756,0.00197558,0.00197558,0.00197558
39,30.7651,1.57481,1.30012,1.20272,0.66618,0.53086,0.59369,0.31913,1.59636,1.58193,1.40033,0.00197492,0.00197492,0.00197492
40,31.5158,1.52319,1.29893,1.15194,0.46015,0.67349,0.55907,0.26011,1.72063,1.63238,1.50217,0.00197426,0.00197426,0.00197426
41,32.2458,1.4603,1.30093,1.16482,0.36992,0.66667,0.42366,0.1992,1.69831,1.81572,1.47269,0.0019736,0.0019736,0.0019736
42,33.1338,1.55879,1.30968,1.19257,0.45427,0.61728,0.49837,0.20264,1.8103,1.84072,1.54233,0.00197294,0.00197294,0.00197294
43,33.8634,1.50645,1.29107,1.19115,0.54202,0.6137,0.6056,0.27796,1.66651,1.62112,1.48788,0.00197228,0.00197228,0.00197228
44,34.6089,1.56617,1.33185,1.22848,0.52669,0.60494,0.54279,0.25369,1.67472,1.59833,1.52005,0.00197162,0.00197162,0.00197162
45,35.3461,1.58386,1.31434,1.2343,0.49743,0.55556,0.49857,0.20893,1.8101,1.83616,1.52884,0.00197096,0.00197096,0.00197096
46,36.1002,1.46341,1.22074,1.14797,0.49346,0.38272,0.39586,0.16057,1.83338,1.98952,1.5515,0.0019703,0.0019703,0.0019703
47,36.8268,1.48551,1.26352,1.15727,0.47108,0.56081,0.51144,0.22934,1.73758,1.64713,1.51456,0.00196964,0.00196964,0.00196964
48,37.5708,1.49675,1.25498,1.2032,0.56965,0.67901,0.64707,0.30687,1.647,1.39535,1.41641,0.00196898,0.00196898,0.00196898
49,38.3008,1.4873,1.23596,1.17955,0.58797,0.62963,0.64547,0.30673,1.59536,1.45304,1.38232,0.00196832,0.00196832,0.00196832
50,39.0578,1.5291,1.27216,1.18948,0.50744,0.59259,0.61302,0.30717,1.59667,1.45141,1.39812,0.00196766,0.00196766,0.00196766
51,39.935,1.51012,1.18148,1.18444,0.62828,0.60494,0.64689,0.32693,1.568,1.38835,1.39488,0.001967,0.001967,0.001967
52,40.6863,1.49953,1.18063,1.15544,0.57671,0.72331,0.65735,0.30578,1.6682,1.62506,1.451,0.00196634,0.00196634,0.00196634
53,41.4289,1.46211,1.23744,1.158,0.59308,0.64781,0.6531,0.31635,1.64385,1.78106,1.43013,0.00196568,0.00196568,0.00196568
54,42.1816,1.49631,1.15504,1.15112,0.60177,0.8022,0.67437,0.35344,1.5597,1.40925,1.43151,0.00196502,0.00196502,0.00196502
55,42.9408,1.41479,1.16646,1.14638,0.59005,0.76543,0.71553,0.35975,1.56535,1.39297,1.46686,0.00196436,0.00196436,0.00196436
56,43.7216,1.4536,1.17269,1.14702,0.5182,0.61728,0.53649,0.23592,1.77733,1.65979,1.56447,0.0019637,0.0019637,0.0019637
57,44.4578,1.49185,1.21123,1.17634,0.55637,0.69136,0.59806,0.29047,1.62251,1.61995,1.46685,0.00196304,0.00196304,0.00196304
58,45.2372,1.4168,1.14691,1.15834,0.53614,0.65641,0.59557,0.31684,1.60803,1.56424,1.48446,0.00196238,0.00196238,0.00196238
59,45.9952,1.41296,1.1177,1.15113,0.55863,0.67901,0.61692,0.27597,1.72885,1.55304,1.52906,0.00196172,0.00196172,0.00196172
60,46.7463,1.40684,1.10714,1.12324,0.48328,0.7284,0.61493,0.2602,1.72076,1.64738,1.45052,0.00196106,0.00196106,0.00196106
61,47.5009,1.43296,1.13045,1.12951,0.59341,0.5679,0.59232,0.26497,1.65115,1.59686,1.40298,0.0019604,0.0019604,0.0019604
62,48.3804,1.44272,1.13574,1.14781,0.5741,0.64198,0.62969,0.28947,1.70921,1.51972,1.43729,0.00195974,0.00195974,0.00195974
63,49.1051,1.4623,1.12352,1.13733,0.61354,0.66667,0.6682,0.29188,1.75212,1.48777,1.46512,0.00195908,0.00195908,0.00195908
64,49.8636,1.38552,1.12797,1.12669,0.61412,0.75309,0.64599,0.29318,1.71754,1.43656,1.48856,0.00195842,0.00195842,0.00195842
65,50.6053,1.45125,1.07493,1.14043,0.59752,0.71605,0.624,0.29372,1.71296,1.46205,1.50629,0.00195776,0.00195776,0.00195776
66,51.3615,1.47648,1.06619,1.13358,0.54273,0.63009,0.59675,0.29286,1.68481,1.60862,1.53184,0.0019571,0.0019571,0.0019571
67,52.1167,1.43066,1.10459,1.17297,0.51728,0.76543,0.59639,0.30982,1.54535,1.56557,1.44247,0.00195644,0.00195644,0.00195644
68,52.8599,1.3695,1.08104,1.15436,0.6582,0.7037,0.72571,0.3706,1.54657,1.32244,1.43619,0.00195578,0.00195578,0.00195578
69,53.6169,1.3895,1.02673,1.1125,0.69272,0.75147,0.724,0.33651,1.68427,1.3196,1.47726,0.00195512,0.00195512,0.00195512
70,54.3497,1.42488,1.07015,1.14168,0.66912,0.65432,0.69192,0.31114,1.75382,1.41991,1.52311,0.00195446,0.00195446,0.00195446
71,55.0858,1.38264,1.04335,1.11922,0.58445,0.7037,0.65684,0.30656,1.79065,1.47454,1.52495,0.0019538,0.0019538,0.0019538
72,55.8298,1.40107,1.07619,1.11946,0.58153,0.48039,0.47722,0.20384,1.82036,1.83913,1.53897,0.00195314,0.00195314,0.00195314
73,56.6971,1.43663,1.06508,1.11505,0.56684,0.46914,0.47861,0.20776,1.72262,1.83177,1.51137,0.00195248,0.00195248,0.00195248
74,57.4357,1.35043,1.08755,1.10464,0.63383,0.68389,0.67547,0.33886,1.57037,1.35794,1.39615,0.00195182,0.00195182,0.00195182
75,58.1616,1.32702,1.05322,1.14241,0.5482,0.76543,0.65342,0.31584,1.55678,1.47858,1.38201,0.00195116,0.00195116,0.00195116
76,58.9096,1.37873,1.08137,1.13275,0.63106,0.61728,0.63469,0.32776,1.55163,1.48439,1.38853,0.0019505,0.0019505,0.0019505
77,59.6311,1.3001,1.00566,1.10971,0.64421,0.67901,0.63426,0.31299,1.5757,1.48243,1.40157,0.00194984,0.00194984,0.00194984
78,60.3589,1.37906,1.02992,1.10025,0.55419,0.69062,0.61766,0.31249,1.71792,1.58837,1.46509,0.00194918,0.00194918,0.00194918
79,61.0897,1.31727,1.0031,1.09734,0.66926,0.60494,0.63792,0.30066,1.76665,1.54497,1.53334,0.00194852,0.00194852,0.00194852
80,61.8364,1.38561,1.00525,1.14385,0.5962,0.69269,0.67194,0.30683,1.74142,1.42738,1.48948,0.00194786,0.00194786,0.00194786
81,62.5785,1.40615,1.02134,1.13835,0.58115,0.74074,0.65218,0.27185,1.82544,1.44526,1.53493,0.0019472,0.0019472,0.0019472
82,63.3188,1.40737,1.00863,1.1163,0.60041,0.62963,0.5833,0.2317,1.98024,1.51157,1.57264,0.00194654,0.00194654,0.00194654
83,64.0368,1.38426,0.99318,1.09929,0.50871,0.69032,0.55241,0.21826,1.99557,1.49678,1.596,0.00194588,0.00194588,0.00194588
84,64.7803,1.32126,0.97315,1.11641,0.52232,0.70198,0.57098,0.24814,1.84616,1.38307,1.61933,0.00194522,0.00194522,0.00194522
85,65.6646,1.32552,0.98277,1.10275,0.53404,0.79012,0.62474,0.25934,1.77919,1.35746,1.57449,0.00194456,0.00194456,0.00194456
86,66.4075,1.37232,1.02228,1.13864,0.60745,0.76543,0.6776,0.29965,1.62278,1.35399,1.4429,0.0019439,0.0019439,0.0019439
87,67.1591,1.30447,0.94537,1.06484,0.57813,0.79012,0.65149,0.30439,1.62193,1.39288,1.46609,0.00194324,0.00194324,0.00194324
88,67.8872,1.2722,0.98069,1.09741,0.59806,0.7284,0.69468,0.33769,1.63591,1.37708,1.48204,0.00194258,0.00194258,0.00194258
89,68.6337,1.31518,0.96801,1.1223,0.64332,0.65432,0.69327,0.35017,1.65026,1.40708,1.52115,0.00194192,0.00194192,0.00194192
90,69.3723,1.29115,0.98818,1.09775,0.69159,0.55556,0.57399,0.28462,1.81063,1.84414,1.62767,0.00194126,0.00194126,0.00194126
91,70.1217,1.31552,0.95221,1.10242,0.6304,0.40741,0.41462,0.1963,1.90142,2.13054,1.66738,0.0019406,0.0019406,0.0019406
92,70.8741,1.29107,0.96262,1.08636,0.52494,0.49114,0.44967,0.24518,1.76027,2.07522,1.59185,0.00193994,0.00193994,0.00193994
93,71.6157,1.31043,0.92863,1.06636,0.63569,0.56014,0.59642,0.31061,1.79712,1.78675,1.55685,0.00193928,0.00193928,0.00193928
94,72.3695,1.29142,0.93849,1.08601,0.55404,0.48148,0.52394,0.22684,1.87303,2.20848,1.58863,0.00193862,0.00193862,0.00193862
95,73.1245,1.26386,0.89254,1.06474,0.52881,0.55556,0.54874,0.23007,1.85915,1.96478,1.55676,0.00193796,0.00193796,0.00193796
96,73.8705,1.28367,0.91249,1.07046,0.60074,0.75309,0.67867,0.27052,1.83792,1.37556,1.53575,0.0019373,0.0019373,0.0019373
97,74.6061,1.2508,0.91294,1.08899,0.58852,0.76543,0.64786,0.27262,1.77878,1.38333,1.53782,0.00193664,0.00193664,0.00193664
98,75.3348,1.26288,0.9229,1.09234,0.60866,0.50617,0.53711,0.21959,1.9486,2.09861,1.65104,0.00193598,0.00193598,0.00193598
99,76.2245,1.24044,0.88828,1.08228,0.62277,0.59107,0.58272,0.25196,1.91325,1.8339,1.57958,0.00193532,0.00193532,0.00193532
100,76.9833,1.33742,0.97652,1.1083,0.55692,0.61728,0.62981,0.25678,1.85674,1.53809,1.59765,0.00193466,0.00193466,0.00193466
101,77.7185,1.27029,0.94362,1.07356,0.65989,0.57491,0.62675,0.27382,1.76018,1.58468,1.54863,0.001934,0.001934,0.001934
102,78.4612,1.27784,0.90483,1.07162,0.59874,0.60494,0.57384,0.23628,1.81762,1.83403,1.55453,0.00193334,0.00193334,0.00193334
103,79.1999,1.23442,0.89383,1.06392,0.59911,0.60887,0.54724,0.23686,1.78479,1.86193,1.54998,0.00193268,0.00193268,0.00193268
104,79.9452,1.19556,0.88735,1.06731,0.61184,0.62963,0.59946,0.24621,1.8722,1.80839,1.62526,0.00193202,0.00193202,0.00193202
105,80.6826,1.20913,0.84149,1.06203,0.63759,0.69136,0.64374,0.26478,1.87176,1.43099,1.65744,0.00193136,0.00193136,0.00193136
106,81.4612,1.23765,0.87131,1.06382,0.58641,0.66517,0.61648,0.2976,1.66052,1.46804,1.51268,0.0019307,0.0019307,0.0019307
107,82.1945,1.19202,0.8356,1.06703,0.57182,0.62654,0.6153,0.30166,1.66603,1.66822,1.51341,0.00193004,0.00193004,0.00193004
108,83.0824,1.22166,0.88363,1.05673,0.54237,0.68771,0.6093,0.26131,1.77374,1.79019,1.52434,0.00192938,0.00192938,0.00192938
109,83.8217,1.1782,0.82976,1.05225,0.61735,0.64198,0.57089,0.25404,1.79016,1.70136,1.52143,0.00192872,0.00192872,0.00192872
110,84.5705,1.22085,0.86301,1.07188,0.69602,0.56539,0.61368,0.26675,1.8025,1.63515,1.53569,0.00192806,0.00192806,0.00192806
111,85.3169,1.21112,0.86681,1.06164,0.64006,0.65432,0.6296,0.26444,1.82835,1.60583,1.55023,0.0019274,0.0019274,0.0019274
112,86.0693,1.22905,0.82503,1.07709,0.68724,0.62963,0.62367,0.26105,1.8189,1.71862,1.57019,0.00192674,0.00192674,0.00192674
113,86.8013,1.26062,0.84792,1.08942,0.65865,0.58025,0.6116,0.24993,1.82089,1.58377,1.58237,0.00192608,0.00192608,0.00192608
114,87.5691,1.25376,0.8124,1.05036,0.59227,0.60976,0.62181,0.24415,1.81127,1.43773,1.61503,0.00192542,0.00192542,0.00192542
115,88.3007,1.28887,0.86459,1.08396,0.62907,0.64908,0.65911,0.28004,1.72644,1.41886,1.56738,0.00192476,0.00192476,0.00192476
116,89.0592,1.25908,0.87456,1.06593,0.68985,0.75309,0.67165,0.30219,1.69608,1.33929,1.61331,0.0019241,0.0019241,0.0019241
117,89.8018,1.23887,0.85514,1.06947,0.61271,0.7284,0.62172,0.24998,1.89674,1.43891,1.71591,0.00192344,0.00192344,0.00192344
118,90.555,1.21667,0.86074,1.08144,0.59824,0.67901,0.61058,0.29344,1.75336,1.4695,1.58561,0.00192278,0.00192278,0.00192278
119,91.2756,1.29222,0.90576,1.09704,0.5704,0.7284,0.59726,0.30459,1.70537,1.37766,1.52719,0.00192212,0.00192212,0.00192212
120,92.1583,1.28418,0.89299,1.06087,0.63141,0.76543,0.62597,0.27378,1.86384,1.26543,1.6329,0.00192146,0.00192146,0.00192146
121,92.8837,1.22656,0.85712,1.04113,0.61585,0.79012,0.62311,0.25063,1.95262,1.29217,1.6969,0.0019208,0.0019208,0.0019208
122,93.6582,1.29203,0.89596,1.08986,0.66937,0.77778,0.68753,0.33581,1.67032,1.17604,1.47932,0.00192014,0.00192014,0.00192014
123,94.4036,1.36594,0.92125,1.06587,0.61454,0.77778,0.70339,0.33381,1.60127,1.18695,1.4496,0.00191948,0.00191948,0.00191948
124,95.1571,1.27202,0.85549,1.0422,0.5746,0.58025,0.53715,0.2222,1.87217,1.62385,1.59994,0.00191882,0.00191882,0.00191882
125,95.8715,1.24426,0.84465,1.02448,0.59469,0.49383,0.47178,0.18937,1.97572,1.89652,1.66949,0.00191816,0.00191816,0.00191816
126,96.6054,1.31666,0.96649,1.09671,0.51757,0.60494,0.50758,0.2159,1.86604,1.76084,1.63926,0.0019175,0.0019175,0.0019175
127,97.331,1.27502,0.84376,1.06275,0.56054,0.55556,0.52678,0.23461,1.85811,1.88559,1.64288,0.00191684,0.00191684,0.00191684
128,98.21,1.19595,0.82057,1.06089,0.39365,0.28395,0.26785,0.12335,2.08711,2.69357,1.80989,0.00191618,0.00191618,0.00191618
129,98.9248,1.21103,0.85405,1.04263,0.52631,0.28395,0.30504,0.12402,2.17853,2.83721,1.80437,0.00191552,0.00191552,0.00191552
130,99.675,1.23182,0.81793,1.07207,0.41425,0.28395,0.26385,0.11996,2.06824,2.766,1.72381,0.00191486,0.00191486,0.00191486
131,100.412,1.2788,0.90353,1.08831,0.42223,0.2963,0.27112,0.1266,1.8356,2.79832,1.58095,0.0019142,0.0019142,0.0019142
132,101.156,1.27679,0.85527,1.06388,0.56131,0.56867,0.52195,0.23148,1.86114,2.06072,1.58327,0.00191354,0.00191354,0.00191354
133,101.872,1.19219,0.83185,1.04513,0.65172,0.62963,0.5886,0.24861,1.87282,1.86178,1.60323,0.00191288,0.00191288,0.00191288
134,102.626,1.28862,0.89894,1.08503,0.75501,0.60494,0.67769,0.31047,1.74159,1.61836,1.49616,0.00191222,0.00191222,0.00191222
135,103.363,1.27591,0.86329,1.04986,0.68311,0.61728,0.68408,0.34122,1.67954,1.43119,1.44728,0.00191156,0.00191156,0.00191156
136,104.112,1.2218,0.83236,1.04795,0.59913,0.74074,0.68783,0.32371,1.71023,1.44811,1.51307,0.0019109,0.0019109,0.0019109
137,104.839,1.16893,0.81897,1.02021,0.58669,0.76543,0.68805,0.33946,1.66745,1.34011,1.4642,0.00191024,0.00191024,0.00191024
138,105.586,1.17431,0.83968,1.05763,0.63713,0.65432,0.65025,0.33301,1.67332,1.31142,1.48699,0.00190958,0.00190958,0.00190958
139,106.457,1.21612,0.82452,1.04899,0.68487,0.69136,0.66486,0.32178,1.7255,1.33597,1.54047,0.00190892,0.00190892,0.00190892
140,107.213,1.10657,0.75907,1.01919,0.55622,0.7284,0.58657,0.2764,1.79004,1.3567,1.59079,0.00190826,0.00190826,0.00190826
141,107.938,1.2012,0.831,1.03809,0.59477,0.70671,0.60051,0.26923,1.89686,1.34874,1.67067,0.0019076,0.0019076,0.0019076
142,108.68,1.13166,0.76442,1.04913,0.65853,0.71427,0.64201,0.2738,1.90459,1.27475,1.62541,0.00190694,0.00190694,0.00190694
143,109.401,1.09627,0.77711,1.0261,0.62623,0.75309,0.66317,0.28993,1.88272,1.28705,1.59904,0.00190628,0.00190628,0.00190628
144,110.137,1.16961,0.79259,1.03459,0.6186,0.74074,0.68528,0.29626,1.93173,1.29229,1.59819,0.00190562,0.00190562,0.00190562
145,110.857,1.14977,0.84143,1.03296,0.63638,0.74074,0.69802,0.30853,1.863,1.29293,1.56933,0.00190496,0.00190496,0.00190496
146,111.61,1.17551,0.78917,1.03709,0.6617,0.74074,0.73348,0.33122,1.75237,1.27128,1.56227,0.0019043,0.0019043,0.0019043
147,112.319,1.16237,0.83605,1.03654,0.70146,0.7037,0.71629,0.33463,1.77743,1.25846,1.57274,0.00190364,0.00190364,0.00190364
148,113.055,1.11158,0.76223,1.04569,0.68319,0.71884,0.72834,0.33977,1.81835,1.36785,1.58599,0.00190298,0.00190298,0.00190298
149,113.783,1.11648,0.74277,1.01397,0.64696,0.7037,0.71648,0.34081,1.83486,1.37488,1.61081,0.00190232,0.00190232,0.00190232
150,114.544,1.13272,0.77681,1.01029,0.69256,0.69136,0.65521,0.32125,1.77776,1.22021,1.64543,0.00190166,0.00190166,0.00190166
151,115.399,1.15355,0.80958,1.02862,0.63392,0.74826,0.65332,0.30657,1.76134,1.29655,1.64232,0.001901,0.001901,0.001901
152,116.134,1.11671,0.76263,1.00657,0.61391,0.68711,0.60618,0.24778,2.03101,1.50261,1.79586,0.00190034,0.00190034,0.00190034
153,116.882,1.12637,0.74136,1.00107,0.67934,0.62963,0.58046,0.22507,2.09827,1.64156,1.8311,0.00189968,0.00189968,0.00189968
154,117.61,1.1457,0.7661,1.01885,0.7112,0.35802,0.36458,0.15876,2.04962,2.50266,1.82036,0.00189902,0.00189902,0.00189902
155,118.343,1.07883,0.75781,1.0042,0.65636,0.35802,0.38031,0.14698,2.11168,2.41532,1.83781,0.00189836,0.00189836,0.00189836
156,119.112,1.10561,0.77681,1.0363,0.62652,0.57988,0.59509,0.25419,1.92063,1.56575,1.75413,0.0018977,0.0018977,0.0018977
